Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Gears,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions,Fuel avg 
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,0,6,0,14.6,10.2,12.6,22,290,14.85
CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,0,6,0,12.9,8.1,10.7,26,246,14.425
CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,0,6,0,12.5,8.1,10.5,27,242,14.525
CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,0,6,3,17,11.2,14.4,20,230,15.65
CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,0,6,0,12,7.6,10,28,230,14.4
CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,0,6,0,12.5,8.1,10.5,27,242,14.525
CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,0,6,3,17,11.2,14.4,20,230,15.65
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,0,6,0,14.1,9.5,12,24,276,14.9
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,0,6,3,19.7,13.3,16.8,17,269,16.7
DODGE,AVENGER,MID-SIZE,2.4,4,0,6,0,12,7.6,10,28,230,14.4
DODGE,AVENGER FFV,MID-SIZE,3.6,6,0,6,0,12.5,8.1,10.5,27,242,14.525
DODGE,AVENGER FFV,MID-SIZE,3.6,6,0,6,3,17,11.2,14.4,20,230,15.65
DODGE,DART,MID-SIZE,2.4,4,0,6,0,10.1,6.8,8.6,33,198,14.625
DODGE,DART FFV,MID-SIZE,2,4,0,6,0,9.9,7,8.6,33,198,14.625
DODGE,DART FFV,MID-SIZE,2,4,0,6,3,14.2,9.8,12.2,23,195,14.8
DODGE,DART GT,MID-SIZE,2.4,4,0,6,0,10.6,7.5,9.2,31,212,14.575
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,0,6,0,13.7,9.4,11.8,24,271,14.725
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,0,6,3,19.2,13.1,16.5,17,264,16.45
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,0,6,0,14.5,9.9,12.4,23,285,14.95
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,0,6,0,14.2,9.4,12,24,276,14.9
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,0,6,3,18.9,12.9,16.2,17,259,16.25
FIAT,500 CABRIO,MINICOMPACT,1.4,4,0,6,0,8.7,6.9,7.9,36,182,14.875
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,0,6,0,8.7,6.9,7.9,36,182,14.875
FORD,EDGE,SUV - SMALL,2,4,0,6,0,11.3,7.9,9.8,29,225,14.5
FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,0,6,0,18.2,13.3,16,18,368,16.375
FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,0,6,3,24.5,18,21.6,13,346,19.275
FORD,EXPLORER,SUV - STANDARD,2,4,0,6,0,11.8,8.3,10.2,28,235,14.575
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,0,6,0,14.5,10.6,12.7,22,292,14.95
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,0,6,0,15.9,11.3,13.8,20,317,15.25
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,0,6,0,14,10.3,12.3,23,283,14.9
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,0,6,3,18.8,13.7,16.5,17,264,16.5
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,0,6,0,16.4,12.3,14.6,19,336,15.575
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,0,6,3,22.1,16.7,19.7,14,315,18.125
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,0,6,0,15,11.4,13.4,21,308,15.2
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,0,6,3,20.2,15.3,18,16,288,17.375
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,0,6,0,16.8,12.6,14.9,19,343,15.825
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,0,6,3,22.4,17,20,14,320,18.35
FORD,FOCUS FFV,COMPACT,2,4,0,6,0,8.8,6.4,7.7,37,177,14.975
FORD,FOCUS FFV,COMPACT,2,4,0,6,3,11.7,8.5,10.3,27,165,14.375
FORD,FOCUS SFE FFV,COMPACT,2,4,0,6,0,8.4,5.8,7.2,39,166,15.1
FORD,FOCUS SFE FFV,COMPACT,2,4,0,6,3,11.6,8.3,10.1,28,162,14.5
FORD,MUSTANG,SUBCOMPACT,3.7,6,0,6,0,12.1,7.8,10.2,28,235,14.525
FORD,MUSTANG,SUBCOMPACT,5,8,0,6,0,13.3,9.3,11.5,25,264,14.775
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6,0,6,0,12.5,8.2,10.6,27,244,14.575
GMC,ACADIA,SUV - STANDARD,3.6,6,0,6,0,14.3,9.9,12.3,23,283,14.875
GMC,ACADIA AWD,SUV - STANDARD,3.6,6,0,6,0,14.9,10.4,12.9,22,297,15.05
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,0,6,0,21.1,14.2,18,16,414,17.325
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,0,6,0,21.9,15,18.8,15,432,17.675
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,0,6,3,30,20.4,25.7,11,411,21.775
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,0,6,0,21.3,14.3,18.2,16,419,17.45
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,0,6,0,22.1,15,18.9,15,435,17.75
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,0,6,3,30.2,20.5,25.8,11,413,21.875
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,0,6,0,13.4,9.9,11.8,24,271,14.775
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,0,6,3,18.9,14.2,16.8,17,269,16.725
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,0,6,0,14.6,10.3,12.7,22,292,14.9
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,0,6,3,19.5,13.7,16.9,17,270,16.775
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,0,6,1,16.3,11.4,14.1,20,324,15.45
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,0,6,0,14.2,10.6,12.6,22,290,14.85
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,0,6,3,20,15.1,17.8,16,285,17.225
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,0,6,0,14.9,10.6,13,22,299,15.125
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,0,6,3,19.9,14.2,17.3,16,277,16.85
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,0,6,1,16.4,11.7,14.3,20,329,15.6
GMC,TERRAIN,SUV - SMALL,2.4,4,0,6,0,10.5,7.3,9.1,31,209,14.475
GMC,TERRAIN,SUV - SMALL,3.6,6,0,6,0,13.9,9.6,12,24,276,14.875
GMC,TERRAIN,SUV - SMALL,3.6,6,0,6,3,18.8,13.1,16.2,17,259,16.275
GMC,TERRAIN AWD,SUV - SMALL,2.4,4,0,6,0,11.5,8.2,10,28,230,14.425
GMC,TERRAIN AWD,SUV - SMALL,3.6,6,0,6,0,14.8,9.9,12.6,22,290,14.825
GMC,TERRAIN AWD,SUV - SMALL,3.6,6,0,6,3,19.8,13.6,17,17,272,16.85
GMC,YUKON,SUV - STANDARD,5.3,8,0,6,0,16,11.1,13.8,20,317,15.225
GMC,YUKON,SUV - STANDARD,5.3,8,0,6,3,21.5,14.6,18.4,15,294,17.375
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,0,6,0,16,11.1,13.8,20,317,15.225
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,0,6,3,21.5,14.6,18.4,15,294,17.375
GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,0,6,1,17,11.8,14.7,19,338,15.625
GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,0,6,3,23.3,16.1,20.1,14,322,18.375
GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,0,6,1,18.8,13.4,16.4,17,377,16.4
GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,0,6,3,25.7,17.8,22.1,13,354,19.65
GMC,YUKON XL,SUV - STANDARD,5.3,8,0,6,0,16,11.1,13.8,20,317,15.225
GMC,YUKON XL,SUV - STANDARD,5.3,8,0,6,3,21.5,14.6,18.4,15,294,17.375
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,0,6,0,16,11.1,13.8,20,317,15.225
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,0,6,3,21.5,14.6,18.4,15,294,17.375
HONDA,ACCORD,MID-SIZE,3.5,6,0,6,0,11,6.8,9.1,31,209,14.475
HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6,0,6,0,12.5,8.5,10.7,26,246,14.425
HONDA,ODYSSEY,MINIVAN,3.5,6,0,6,0,12.3,8.5,10.6,27,244,14.6
HYUNDAI,ACCENT,COMPACT,1.6,4,0,6,0,8.8,6.3,7.7,37,177,14.95
HYUNDAI,ELANTRA GT,MID-SIZE,2,4,0,6,0,9.8,7.2,8.6,33,198,14.65
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,0,6,0,13,9.1,11.2,25,258,14.575
HYUNDAI,SANTA FE 4WD,SUV - SMALL,3.3,6,0,6,0,13.3,9.5,11.6,24,267,14.6
HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,0,6,0,11.6,8.7,10.3,27,237,14.4
HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2,4,0,6,0,12.9,9.7,11.5,25,264,14.775
HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,0,6,0,12.5,9.4,11.1,25,255,14.5
HYUNDAI,SONATA,FULL-SIZE,2,4,0,6,0,11.4,7.5,9.6,29,221,14.375
HYUNDAI,SONATA,FULL-SIZE,2.4,4,0,6,0,9.8,7,8.5,33,196,14.575
HYUNDAI,TUCSON,SUV - SMALL,2,4,0,6,0,10.2,8.2,9.3,30,214,14.425
HYUNDAI,TUCSON,SUV - SMALL,2.4,4,0,6,0,11.3,8.3,10,28,230,14.4
HYUNDAI,TUCSON 4WD,SUV - SMALL,2,4,0,6,0,11.4,9.3,10.5,27,242,14.55
HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,4,0,6,0,11.6,9.3,10.6,27,244,14.625
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,0,6,0,9.9,7.5,8.8,32,202,14.55
JEEP,COMPASS,SUV - SMALL,2,4,0,6,0,11.1,8.3,9.8,29,225,14.55
JEEP,COMPASS,SUV - SMALL,2.4,4,0,6,0,11.1,8.3,9.8,29,225,14.55
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,0,6,0,11.4,8.7,10.2,28,235,14.575
JEEP,PATRIOT,SUV - SMALL,2,4,0,6,0,11.1,8.3,9.8,29,225,14.55
JEEP,PATRIOT,SUV - SMALL,2.4,4,0,6,0,11.1,8.3,9.8,29,225,14.55
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,0,6,0,11.4,8.7,10.2,28,235,14.575
KIA,CADENZA,FULL-SIZE,3.3,6,0,6,0,12.7,8.8,10.9,26,251,14.6
KIA,FORTE,MID-SIZE,1.8,4,0,6,0,9.6,6.6,8.3,34,191,14.625
KIA,FORTE,MID-SIZE,2,4,0,6,0,9.8,6.6,8.4,34,193,14.7
KIA,FORTE 5,FULL-SIZE,1.6,4,0,6,0,11.1,8,9.7,29,223,14.45
KIA,FORTE 5,FULL-SIZE,2,4,0,6,0,9.7,6.8,8.4,34,193,14.725
KIA,FORTE KOUP,COMPACT,1.6,4,0,6,0,10.6,7.9,9.4,30,216,14.475
KIA,FORTE KOUP,COMPACT,2,4,0,6,0,9.6,7,8.4,34,193,14.75
KIA,OPTIMA,MID-SIZE,2,4,0,6,0,11.7,7.6,9.9,29,228,14.55
KIA,OPTIMA,MID-SIZE,2.4,4,0,6,0,10.2,6.8,8.7,32,200,14.425
KIA,RIO,COMPACT,1.6,4,0,6,0,8.7,6.3,7.6,37,175,14.9
KIA,RIO ECO,COMPACT,1.6,4,0,6,0,8.5,6.4,7.6,37,175,14.875
KIA,RONDO,STATION WAGON - MID-SIZE,2,4,0,6,0,10.5,7.5,9.2,31,212,14.55
KIA,SEDONA,MINIVAN,3.5,6,0,6,0,13.7,9.9,12,24,276,14.9
KIA,SORENTO,SUV - SMALL,2.4,4,0,6,0,11.8,8.5,10.3,27,237,14.4
KIA,SORENTO,SUV - SMALL,3.3,6,0,6,0,12.9,9.5,11.4,25,262,14.7
KIA,SORENTO 4WD,SUV - SMALL,2.4,4,0,6,0,12.3,9.3,11,26,253,14.65
KIA,SORENTO 4WD,SUV - SMALL,3.3,6,0,6,0,13.4,9.9,11.8,24,271,14.775
KIA,SOUL,STATION WAGON - SMALL,1.6,4,0,6,0,9.8,7.9,8.9,32,205,14.65
KIA,SOUL,STATION WAGON - SMALL,2,4,0,6,0,10.1,7.8,9.1,31,209,14.5
KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2,4,0,6,0,9.7,7.8,8.8,32,202,14.575
KIA,SPORTAGE,SUV - SMALL,2.4,4,0,6,0,11.4,8.3,10,28,230,14.425
KIA,SPORTAGE AWD,SUV - SMALL,2,4,0,6,0,12.7,9.7,11.4,25,262,14.7
KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,0,6,0,12,9.1,10.7,26,246,14.45
LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,0,6,1,18,12.8,15.7,18,361,16.125
LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,0,6,0,14,9.9,12.2,23,281,14.775
LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8,0,6,0,18.2,13.3,16,18,368,16.375
LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8,0,6,3,24.5,18,21.6,13,346,19.275
MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,0,6,1,8.7,6.6,7.8,36,179,14.775
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,0,6,1,8.7,6.6,7.8,36,179,14.775
MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,0,6,1,9.4,7.9,8.7,32,200,14.5
MINI,COOPER COUPE,TWO-SEATER,1.6,4,0,6,1,8.5,6.6,7.6,37,175,14.925
MINI,COOPER PACEMAN,COMPACT,1.6,4,0,6,1,9.4,7.9,8.7,32,200,14.5
MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,0,6,1,8.7,6.6,7.8,36,179,14.775
MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,0,6,1,9.3,7,8.3,34,191,14.65
MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,0,6,1,9.3,7,8.3,34,191,14.65
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,0,6,1,10,7.8,9,31,207,14.45
MINI,COOPER S COUPE,TWO-SEATER,1.6,4,0,6,1,9.3,7,8.3,34,191,14.65
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,0,6,1,10,7.8,9,31,207,14.45
MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,0,6,1,9.3,7,8.3,34,191,14.65
MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,0,6,1,9.3,7,8.3,34,191,14.65
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,0,6,1,9.3,7,8.3,34,191,14.65
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,0,6,1,10,7.8,9,31,207,14.45
MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,0,6,1,9.3,7,8.3,34,191,14.65
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,0,6,1,10,7.8,9,31,207,14.45
MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,0,6,1,9.3,7,8.3,34,191,14.65
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,0,6,0,17.1,12,14.8,19,340,15.725
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,0,6,0,17.6,12.7,15.4,18,354,15.925
RAM,CARGO VAN FFV,MINIVAN,3.6,6,0,6,0,13.3,9.1,11.4,25,262,14.7
RAM,CARGO VAN FFV,MINIVAN,3.6,6,0,6,3,18.6,12.7,15.9,18,254,16.3
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,0,6,0,9.5,7.2,8.5,33,196,14.55
VOLKSWAGEN,BEETLE,COMPACT,2,4,0,6,1,10.3,7.7,9.1,31,209,14.525
VOLKSWAGEN,BEETLE,COMPACT,2.5,5,0,6,0,10.9,8.4,9.8,29,225,14.525
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2,4,0,6,2,8.4,5.9,7.4,38,200,14.925
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,0,6,0,9.8,7.3,8.7,32,200,14.45
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,0,6,1,10.3,8.1,9.3,30,214,14.425
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.5,5,0,6,0,11.2,8.7,10.1,28,232,14.5
VOLKSWAGEN,CC,COMPACT,2,4,0,6,1,11.1,7.9,9.7,29,223,14.425
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,0,6,1,14.3,9.8,12.3,23,283,14.85
VOLKSWAGEN,EOS,SUBCOMPACT,2,4,0,6,1,10.9,8,9.6,29,221,14.375
VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,0,6,0,11,7.7,9.5,30,218,14.55
VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2,4,0,6,2,8.1,6.4,7.4,38,198,14.975
VOLKSWAGEN,JETTA,COMPACT,1.8,4,0,6,0,9.5,6.7,8.2,34,189,14.6
VOLKSWAGEN,JETTA,COMPACT,2,4,0,6,0,10.6,8,9.4,30,216,14.5
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2,4,0,6,2,8.1,6.4,7.4,38,198,14.975
VOLKSWAGEN,JETTA GLI,COMPACT,2,4,0,6,1,10.2,7.5,9,31,207,14.425
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,0,6,0,9.9,6.9,8.6,33,198,14.6
VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,0,6,0,11,8,9.7,29,223,14.425
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,0,6,1,12.4,8.8,10.8,26,248,14.5
VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2,4,0,6,2,7.8,5.9,6.9,41,180,15.4
VOLKSWAGEN,ROUTAN,MINIVAN,3.6,6,0,6,0,14.2,9.5,12.1,23,278,14.7
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,0,6,1,11.7,9.5,10.7,26,246,14.475
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,0,6,1,11.7,9.4,10.7,26,246,14.45
ASTON MARTIN,DB9,MINICOMPACT,5.9,12,0,6,1,18,12.6,15.6,18,359,16.05
BUICK,ENCLAVE,SUV - STANDARD,3.6,6,0,6,0,14.2,9.9,12.3,23,283,14.85
BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6,0,6,0,14.6,10.2,12.6,22,290,14.85
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,0,6,1,16.2,11.4,14,20,322,15.4
CADILLAC,ESCALADE ESV 4WD,SUV - STANDARD,6.2,8,0,6,1,16.8,11.7,14.5,19,334,15.5
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,0,6,0,11.9,8.8,10.5,27,242,14.55
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,0,6,0,13,9.2,11.3,25,260,14.625
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,0,6,0,12.7,9.5,11.3,25,260,14.625
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,0,6,0,13.5,9.8,11.8,24,271,14.775
CHEVROLET,CRUZE ECO,MID-SIZE,1.4,4,0,6,0,9,6.1,7.7,37,177,14.95
CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,0,6,0,10.5,7.3,9.1,31,209,14.475
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,0,6,0,10.5,7.3,9.1,31,209,14.475
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,0,6,3,15.6,10.8,13.4,21,214,15.2
CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,0,6,0,14.2,9.5,12.1,23,278,14.7
CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,0,6,0,11.5,8.2,10,28,230,14.425
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,0,6,0,11.5,8.2,10,28,230,14.425
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,0,6,3,16.3,11.6,14.2,20,227,15.525
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,0,6,0,14.8,9.9,12.6,22,290,14.825
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,4.8,8,0,6,0,21,14.2,18,16,414,17.3
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6,8,0,6,0,22,14.9,18.8,15,432,17.675
CHEVROLET,EXPRESS 2500 PASSENGER FFV,VAN - PASSENGER,6,8,0,6,0,22,14.9,18.8,15,432,17.675
CHEVROLET,EXPRESS 2500 PASSENGER FFV,VAN - PASSENGER,6,8,0,6,3,30.3,20.5,25.9,11,414,21.925
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,4.8,8,0,6,0,21.3,14.3,18.1,16,416,17.425
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6,8,0,6,0,22.2,15.1,19,15,437,17.825
CHEVROLET,EXPRESS 3500 PASSENGER FFV,VAN - PASSENGER,6,8,0,6,0,22.2,15.1,19,15,437,17.825
CHEVROLET,EXPRESS 3500 PASSENGER FFV,VAN - PASSENGER,6,8,0,6,3,30.6,20.6,26.1,11,418,22.075
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,0,6,0,13.4,9.9,11.9,24,274,14.8
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,0,6,3,19.3,14.3,17.1,17,274,16.925
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,0,6,0,14.6,10.3,12.7,22,292,14.9
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,0,6,3,19.9,13.8,17.2,16,275,16.725
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,0,6,0,14.1,10.6,12.5,23,288,15.05
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,0,6,3,20.3,15.2,18,16,288,17.375
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,0,6,0,14.9,10.7,13,22,299,15.15
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,0,6,3,20.2,14.3,17.5,16,280,17
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,0,6,0,14.9,10.1,12.7,22,292,14.925
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,0,6,3,20.2,13.6,17.2,16,275,16.75
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,0,6,0,15.4,10.8,13.3,21,306,15.125
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,0,6,3,22.1,15.4,19.1,15,306,17.9
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,0,6,0,14.9,10.1,12.7,22,292,14.925
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,0,6,3,20.2,13.6,17.2,16,275,16.75
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,0,6,0,15.1,10.4,13,22,299,15.125
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,0,6,3,20.5,14,17.6,16,282,17.025
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,0,6,0,14.2,9.9,12.3,23,283,14.85
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,0,6,0,14.6,10.2,12.6,22,290,14.85
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,0,6,0,14.1,9.5,12,24,276,14.9
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,0,6,3,19.7,13.3,16.8,17,269,16.7
DODGE,DART FFV,MID-SIZE,2,4,0,6,0,9.9,7,8.6,33,198,14.625
DODGE,DART FFV,MID-SIZE,2,4,0,6,3,13.3,9.3,11.5,25,184,14.775
DODGE,DART,MID-SIZE,2.4,4,0,6,0,10.1,6.8,8.6,33,198,14.625
DODGE,DART GT,MID-SIZE,2.4,4,0,6,0,10.6,7.5,9.2,31,212,14.575
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,0,6,0,13.7,9.4,11.8,24,271,14.725
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,0,6,3,19.2,13.1,16.4,17,262,16.425
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,0,6,0,14.2,9.4,12.1,23,278,14.675
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,0,6,3,18.9,12.9,16.2,17,259,16.25
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,0,6,0,14.5,9.9,12.4,23,285,14.95
FIAT,500 CABRIO,MINICOMPACT,1.4,4,0,6,0,8.7,6.9,7.9,36,182,14.875
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,0,6,0,8.7,6.9,7.9,36,182,14.875
FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,0,6,0,9.6,7.3,8.6,33,198,14.625
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,0,6,0,9.6,7.3,8.6,33,198,14.625
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,0,6,0,9.6,7.3,8.6,33,198,14.625
FIAT,500L,STATION WAGON - SMALL,1.4,4,0,6,0,10.6,7.8,9.4,30,216,14.45
FORD,EXPLORER,SUV - STANDARD,2,4,0,6,0,11.9,8.5,10.4,27,239,14.45
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,0,6,0,13.2,9.6,11.5,25,264,14.825
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,0,6,3,17.9,13,15.7,18,251,16.15
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,0,6,0,13.9,10.5,12.4,23,285,14.95
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,0,6,3,18.9,14.2,16.8,17,269,16.725
GMC,ACADIA,SUV - STANDARD,3.6,6,0,6,0,14.2,9.9,12.3,23,283,14.85
